(zona 2),3.499343, -76.492160 
(zona 3),3.499343, -76.492160 
(zona 3),3.497010, -76.485022 
(zona 3),3.482987, -76.482092 
(zona 3),3.480321, -76.479688 
(zona 3),3.477062, -76.479344 
(zona 3),3.474059, -76.476589 
(zona 3),3.468334, -76.475987 
(zona 3),3.458952, -76.513447 
(zona 3),3.463029, -76.521014 
(zona 4),3.443270, -76.518067 
(zona 4),3.458952, -76.513447 
(zona 4),3.468334, -76.475987 
(zona 4),3.465410, -76.474958 
(zona 4),3.460690, -76.478052 
(zona 4),3.440685, -76.472893 
(zona 4),3.441297, -76.466824 
(zona 4),3.436129, -76.463077 
(zona 4),3.399183, -76.466336 
(zona 4),3.400404, -76.476322 
(zona 4),3.413793, -76.482086 
(zona 4),3.418084, -76.486381 
(zona 4),3.428568, -76.483722 
(zona 4),3.446679, -76.484064 
(zona 4),3.443159, -76.493519 
(zona 5),3.443827, -76.491165 
(zona 5),3.428302, -76.498642 
(zona 5),3.407200, -76.521070 
(zona 5),3.404841, -76.518878 
(zona 5),3.402954, -76.520984 
(zona 5),3.403125, -76.522445 
(zona 5),3.400466, -76.523132 
(zona 5),3.394890, -76.523605 
(zona 5),3.394333, -76.519308 
(zona 5),3.390859, -76.519738 
(zona 5),3.390215, -76.516300 
(zona 5),3.391288, -76.516000 
(zona 5),3.393732, -76.513164 
(zona 5),3.388929, -76.509598 
(zona 5),3.392801, -76.504657 
(zona 5),3.402838, -76.499415 
(zona 5),3.414504, -76.483088 
(zona 5),3.418084, -76.486381 
(zona 5),3.428568, -76.483722 
(zona 5),3.446679, -76.484064 
(zona 6),3.419485, -76.508024 
(zona 6),3.419999, -76.508604 
(zona 6),3.419432, -76.521462 
(zona 6),3.434846, -76.523287 
(zona 6),3.428423, -76.533186 
(zona 6),3.398191, -76.538025 
(zona 6),3.398277, -76.542537 
(zona 6),3.386310, -76.544481 
(zona 6),3.387827, -76.532647 
(zona 6),3.392956, -76.532493 
(zona 6),3.392462, -76.524631 
(zona 6),3.387518, -76.524073 
(zona 6),3.389252, -76.519946 
(zona 6),3.389971, -76.520956 
(zona 6),3.389209, -76.522588 
(zona 6),3.392104, -76.523738 
(zona 6),3.394890, -76.523605 
(zona 6),3.400466, -76.523132 
(zona 6),3.403125, -76.522445 
(zona 6),3.402954, -76.520984 
(zona 6),3.404841, -76.518878 
(zona 6),3.407200, -76.521070 
(zona 7),3.428423, -76.533186 
(zona 7),3.441510, -76.536748 
(zona 7),3.452630, -76.549432 
(zona 7),3.448433, -76.562660 
(zona 7),3.435942, -76.557605 
(zona 7),3.427738, -76.571950 
(zona 7),3.417393, -76.567787 
(zona 7),3.411738, -76.574267 
(zona 7),3.407067, -76.578130 
(zona 7),3.402269, -76.571864 
(zona 7),3.391773, -76.572207 
(zona 7),3.384706, -76.560319 
(zona 7),3.386310, -76.544481 
(zona 7),3.398277, -76.542537 
(zona 7),3.398191, -76.538025 
(zona 8),3.443827, -76.491165 
(zona 8),3.428302, -76.498642 
(zona 8),3.419485, -76.508024 
(zona 8),3.419999, -76.508604 
(zona 8),3.419432, -76.521462 
(zona 8),3.434846, -76.523287 
(zona 8),3.443270, -76.518067 
(zona 8),3.443159, -76.493519 
