511103,250,C14K84,Cl 14 entre Kr 83C y 83,-763159404,32304140,-76.53316778,3.38448333
511104,250,C14K832,Cl 14 entre Kr 83 y 84,-763200089,32302199,-76.53335806,3.38394417
511105,250,C14K85A1,Cl 14 entre Kr 85A y 85B,-763159850,32253444,-76.53329167,3.38151222
511106,250,K80C48,Kr 80 entre Cl 45 y 48,-763104484,32318278,-76.51791222,3.38841056
511107,250,K99C42,Kr 99 entre Cl 42 y 45,-763112223,32205306,-76.52006194,3.36814056
511109,250,C16K75A,Cl 16 entre Kr 75A y 73,-763141592,32321889,-76.52822,3.38941361
511110,250,HORMI2,Hormigero2,-763118657,32029160,-76.52184917,3.34143333
511111,250,HORMI1,Hormiguero1,-763124714,32034588,-76.52353167,3.34294111
511112,250,VIA_PUER,Via_puerto_tejada,-762952619,31918128,-76.49794972,3.32170222
511113,250,COL_FRAY,Cali_puerto-col-fray damian,-762944078,31911792,-76.49557722,3.31994222
511114,250,CASCAJAL,Puerto_cascajal,-762930421,31900939,-76.49178361,3.3169275
511115,250,V_HORMI3,Via principal_hormiguero3,-762917370,31850658,-76.48815833,3.31407167
511116,250,V_HORMI4,Via_principal hormi4 089,-762902415,31846803,-76.48400417,3.31300083
511117,250,V_HORMI5,Via_hormi5_col asuncion,-762852676,31844203,-76.48129889,3.31227861
511118,250,V_HORMI6,V_hormi C216,-762842204,31845278,-76.47839,3.31257722
511119,250,V_HORMI7,V-hormi7 C122,-762854920,31846509,-76.48192222,3.31291917
511120,250,V_HORMI8,V_hormi8 C087,-762903576,31847658,-76.48432667,3.31323833
